transaction_id,from_id,to_id,amount,timestamp,transaction_type,sender_country,receiver_country,description,suspicious_flag
MT0273_0,E0751,E0582,6734.22,2024-10-24 00:23:28,Wire Transfer,Puerto Rico,Netherlands,Transfer,True
MT0273_1,E0582,E0275,6464.61,2024-04-07 00:56:27,Wire Transfer,Netherlands,Holy See (Vatican City State),Transfer,True
MT0274_0,E0713,E0667,8288.59,2024-12-29 00:35:47,Wire Transfer,Mali,Vietnam,Transfer,True
MT0274_1,E0667,E0136,9999.99,2024-07-27 00:18:29,Wire Transfer,Vietnam,Liberia,Transfer,True
MT0275_0,E0155,E0713,2565.22,2024-04-16 00:56:18,Wire Transfer,Nicaragua,Mali,Transfer,True
MT0275_1,E0713,E0944,2379.26,2024-03-10 00:19:01,Wire Transfer,Mali,Brazil,Transfer,True
MT0275_2,E0944,E0967,2198.25,2024-12-23 00:35:53,Wire Transfer,Brazil,Lithuania,Transfer,True
MT0275_3,E0967,E0329,1910.28,2024-08-31 00:01:33,Wire Transfer,Lithuania,Micronesia,Transfer,True
MT0276_0,E0193,E0319,9999.99,2024-01-11 00:24:31,Wire Transfer,New Caledonia,Lao People's Democratic Republic,Transfer,True
MT0276_1,E0319,E0155,9999.99,2024-10-25 00:57:06,Wire Transfer,Lao People's Democratic Republic,Nicaragua,Transfer,True
MT0277_0,E0446,E0751,2456.91,2024-07-29 00:27:54,Wire Transfer,Macao,Puerto Rico,Transfer,True
MT0277_1,E0751,E0943,2411.87,2024-05-04 00:15:58,Wire Transfer,Puerto Rico,British Indian Ocean Territory (Chagos Archipelago),Transfer,True
MT0277_2,E0943,E0373,2024.78,2024-11-21 00:43:10,Wire Transfer,British Indian Ocean Territory (Chagos Archipelago),Cocos (Keeling) Islands,Transfer,True
MT0277_3,E0373,E0287,2698.24,2024-01-25 00:29:51,Wire Transfer,Cocos (Keeling) Islands,Martinique,Transfer,True
MT0278_0,E0967,E0713,9999.99,2024-11-09 00:25:22,Wire Transfer,Lithuania,Mali,Transfer,True
MT0278_1,E0713,E0275,9999.99,2024-04-08 00:27:16,Wire Transfer,Mali,Holy See (Vatican City State),Transfer,True
MT0279_0,E0433,E0193,1430.42,2024-08-14 00:14:56,Wire Transfer,Nigeria,New Caledonia,Transfer,True
MT0279_1,E0193,E0287,1921.43,2024-12-06 00:54:15,Wire Transfer,New Caledonia,Martinique,Transfer,True
MT0279_2,E0287,E0319,1577.23,2024-08-25 00:02:40,Wire Transfer,Martinique,Lao People's Democratic Republic,Transfer,True
MT0279_3,E0319,E0667,1389.51,2024-03-11 00:39:54,Wire Transfer,Lao People's Democratic Republic,Vietnam,Transfer,True
MT0280_0,E0803,E0761,7095.36,2024-02-03 00:27:22,Wire Transfer,Lebanon,Japan,Transfer,True
MT0280_1,E0761,E0733,6724.13,2024-03-20 00:44:32,Wire Transfer,Japan,Christmas Island,Transfer,True
MT0280_2,E0733,E0722,7305.08,2024-11-04 00:57:00,Wire Transfer,Christmas Island,Macao,Transfer,True
MT0280_3,E0722,E0077,6552.13,2024-10-04 00:43:54,Wire Transfer,Macao,Bahrain,Transfer,True
MT0281_0,E0368,E0550,9999.99,2024-07-26 00:36:46,Wire Transfer,Angola,Czech Republic,Transfer,True
MT0281_1,E0550,E0407,9132.29,2024-10-13 00:52:16,Wire Transfer,Czech Republic,Bermuda,Transfer,True
MT0281_2,E0407,E0373,9999.99,2024-04-12 00:25:39,Wire Transfer,Bermuda,Cocos (Keeling) Islands,Transfer,True
MT0282_0,E0155,E0683,3402.83,2024-05-05 00:30:21,Wire Transfer,Nicaragua,Svalbard & Jan Mayen Islands,Transfer,True
MT0282_1,E0683,E0550,3473.06,2024-10-16 00:42:16,Wire Transfer,Svalbard & Jan Mayen Islands,Czech Republic,Transfer,True
MT0282_2,E0550,E0943,4237.39,2024-05-27 00:03:58,Wire Transfer,Czech Republic,British Indian Ocean Territory (Chagos Archipelago),Transfer,True
MT0283_0,E0672,E0586,9999.99,2024-04-16 00:48:54,Wire Transfer,Denmark,Somalia,Transfer,True
MT0283_1,E0586,E0722,9999.99,2024-10-14 00:58:15,Wire Transfer,Somalia,Macao,Transfer,True
MT0284_0,E0274,E0287,5988.87,2024-10-29 00:11:56,Wire Transfer,Italy,Martinique,Transfer,True
MT0284_1,E0287,E0446,6939.99,2024-02-18 00:14:08,Wire Transfer,Martinique,Macao,Transfer,True
MT0284_2,E0446,E0761,6382.13,2024-06-26 00:40:39,Wire Transfer,Macao,Japan,Transfer,True
MT0284_3,E0761,E0275,5511.28,2024-03-24 00:11:32,Wire Transfer,Japan,Holy See (Vatican City State),Transfer,True
MT0285_0,E0261,E0152,9999.99,2024-10-24 00:38:32,Wire Transfer,Senegal,Barbados,Transfer,True
MT0285_1,E0152,E0733,9999.99,2024-09-29 00:27:20,Wire Transfer,Barbados,Christmas Island,Transfer,True
MT0285_2,E0733,E0586,9999.99,2024-12-06 00:11:44,Wire Transfer,Christmas Island,Somalia,Transfer,True
MT0286_0,E0761,E0587,9999.99,2024-12-09 00:42:44,Wire Transfer,Japan,Belarus,Transfer,True
MT0286_1,E0587,E0803,9999.99,2024-07-16 00:05:22,Wire Transfer,Belarus,Lebanon,Transfer,True
MT0287_0,E0155,E0713,9999.99,2024-12-01 00:49:09,Wire Transfer,Nicaragua,Mali,Transfer,True
MT0287_1,E0713,E0586,9999.99,2024-07-27 00:04:34,Wire Transfer,Mali,Somalia,Transfer,True
MT0288_0,E0586,E0155,9999.99,2024-11-07 00:41:28,Wire Transfer,Somalia,Nicaragua,Transfer,True
MT0288_1,E0155,E0515,9999.99,2024-12-26 00:19:00,Wire Transfer,Nicaragua,Egypt,Transfer,True
MT0289_0,E0373,E0547,3989.28,2024-10-04 00:32:50,Wire Transfer,Cocos (Keeling) Islands,Sri Lanka,Transfer,True
MT0289_1,E0547,E0672,4829.54,2024-04-09 00:45:39,Wire Transfer,Sri Lanka,Denmark,Transfer,True
MT0289_2,E0672,E0967,4799.98,2024-03-26 00:18:57,Wire Transfer,Denmark,Lithuania,Transfer,True
MT0290_0,E0713,E0287,9999.99,2024-02-04 00:50:12,Wire Transfer,Mali,Martinique,Transfer,True
MT0290_1,E0287,E0208,9686.66,2024-04-19 00:01:17,Wire Transfer,Martinique,Belize,Transfer,True
MT0290_2,E0208,E0197,8760.41,2024-01-02 00:12:54,Wire Transfer,Belize,Malta,Transfer,True
MT0290_3,E0197,E0973,7915.62,2024-05-02 00:26:31,Wire Transfer,Malta,Comoros,Transfer,True
MT0291_0,E0672,E0433,9999.99,2024-07-24 00:31:44,Wire Transfer,Denmark,Nigeria,Transfer,True
MT0291_1,E0433,E0152,9999.99,2024-02-16 00:11:24,Wire Transfer,Nigeria,Barbados,Transfer,True
MT0291_2,E0152,E0515,9999.99,2024-10-02 00:33:08,Wire Transfer,Barbados,Egypt,Transfer,True
MT0292_0,E0368,E0625,8939.59,2024-08-27 00:58:00,Wire Transfer,Angola,Nicaragua,Transfer,True
MT0292_1,E0625,E0761,8732.9,2024-03-03 00:40:40,Wire Transfer,Nicaragua,Japan,Transfer,True
MT0293_0,E0751,E0586,3542.86,2024-03-04 00:31:34,Wire Transfer,Puerto Rico,Somalia,Transfer,True
MT0293_1,E0586,E0208,3022.54,2024-05-22 00:30:39,Wire Transfer,Somalia,Belize,Transfer,True
MT0293_2,E0208,E0967,2806.93,2024-02-28 00:08:38,Wire Transfer,Belize,Lithuania,Transfer,True
MT0293_3,E0967,E0803,3226.68,2024-03-07 00:05:59,Wire Transfer,Lithuania,Lebanon,Transfer,True
MT0294_0,E0529,E0152,7563.98,2024-01-12 00:52:06,Wire Transfer,Guadeloupe,Barbados,Transfer,True
MT0294_1,E0152,E0329,6827.78,2024-10-30 00:57:44,Wire Transfer,Barbados,Micronesia,Transfer,True
MT0295_0,E0683,E0193,5173.59,2024-01-13 00:19:51,Wire Transfer,Svalbard & Jan Mayen Islands,New Caledonia,Transfer,True
MT0295_1,E0193,E0077,5246.71,2024-10-23 00:18:50,Wire Transfer,New Caledonia,Bahrain,Transfer,True
MT0295_2,E0077,E0973,6410.22,2024-10-01 00:36:25,Wire Transfer,Bahrain,Comoros,Transfer,True
MT0295_3,E0973,E0275,7020.94,2024-10-27 00:29:29,Wire Transfer,Comoros,Holy See (Vatican City State),Transfer,True
MT0296_0,E0733,E0255,9999.99,2024-07-25 00:39:37,Wire Transfer,Christmas Island,Nepal,Transfer,True
MT0296_1,E0255,E0722,9999.99,2024-01-31 00:43:38,Wire Transfer,Nepal,Macao,Transfer,True
MT0296_2,E0722,E0667,9999.99,2024-01-28 00:56:02,Wire Transfer,Macao,Vietnam,Transfer,True
MT0297_0,E0136,E0625,9999.99,2024-06-15 00:33:34,Wire Transfer,Liberia,Nicaragua,Transfer,True
MT0297_1,E0625,E0407,9999.99,2024-01-11 00:25:15,Wire Transfer,Nicaragua,Bermuda,Transfer,True
MT0298_0,E0944,E0733,7644.06,2024-10-15 00:39:14,Wire Transfer,Brazil,Christmas Island,Transfer,True
MT0298_1,E0733,E0152,7137.28,2024-12-23 00:27:51,Wire Transfer,Christmas Island,Barbados,Transfer,True
MT0298_2,E0152,E0722,7695.7,2024-06-15 00:50:51,Wire Transfer,Barbados,Macao,Transfer,True
MT0298_3,E0722,E0319,6373.42,2024-10-23 00:24:26,Wire Transfer,Macao,Lao People's Democratic Republic,Transfer,True
MT0299_0,E0197,E0193,9999.99,2024-12-14 00:55:26,Wire Transfer,Malta,New Caledonia,Transfer,True
MT0299_1,E0193,E0973,9999.99,2024-04-08 00:26:59,Wire Transfer,New Caledonia,Comoros,Transfer,True
MT0299_2,E0973,E0761,9999.99,2024-07-03 00:34:40,Wire Transfer,Comoros,Japan,Transfer,True
MT0300_0,E0049,E0329,4946.49,2024-10-05 00:40:24,Wire Transfer,Singapore,Micronesia,Transfer,True
MT0300_1,E0329,E0197,4786.44,2024-06-05 00:40:00,Wire Transfer,Micronesia,Malta,Transfer,True
MT0300_2,E0197,E0193,5265.91,2024-08-04 00:23:43,Wire Transfer,Malta,New Caledonia,Transfer,True
MT0301_0,E0049,E0683,8109.59,2024-02-19 00:39:52,Wire Transfer,Singapore,Svalbard & Jan Mayen Islands,Transfer,True
MT0301_1,E0683,E0152,8883.22,2024-08-05 00:47:53,Wire Transfer,Svalbard & Jan Mayen Islands,Barbados,Transfer,True
MT0301_2,E0152,E0515,8858.81,2024-08-09 00:39:18,Wire Transfer,Barbados,Egypt,Transfer,True
MT0301_3,E0515,E0433,6429.49,2024-05-25 00:44:16,Wire Transfer,Egypt,Nigeria,Transfer,True
MT0302_0,E0287,E0446,9999.99,2024-04-29 00:11:16,Wire Transfer,Martinique,Macao,Transfer,True
MT0302_1,E0446,E0208,9999.99,2024-04-07 00:13:17,Wire Transfer,Macao,Belize,Transfer,True
MT0303_0,E0152,E0582,9999.99,2024-06-24 00:20:25,Wire Transfer,Barbados,Netherlands,Transfer,True
MT0303_1,E0582,E0049,9568.13,2024-03-13 00:21:19,Wire Transfer,Netherlands,Singapore,Transfer,True
MT0303_2,E0049,E0587,9999.99,2024-05-15 00:25:49,Wire Transfer,Singapore,Belarus,Transfer,True
MT0303_3,E0587,E0261,8765.27,2024-03-15 00:04:01,Wire Transfer,Belarus,Senegal,Transfer,True
MT0304_0,E0972,E0368,3801.57,2024-09-13 00:45:36,Wire Transfer,San Marino,Angola,Transfer,True
MT0304_1,E0368,E0776,3187.33,2024-11-11 00:00:45,Wire Transfer,Angola,Comoros,Transfer,True
MT0305_0,E0368,E0049,9999.99,2024-08-24 00:11:10,Wire Transfer,Angola,Singapore,Transfer,True
MT0305_1,E0049,E0625,9999.99,2024-09-19 00:59:40,Wire Transfer,Singapore,Nicaragua,Transfer,True
MT0305_2,E0625,E0683,8202.41,2024-04-19 00:38:54,Wire Transfer,Nicaragua,Svalbard & Jan Mayen Islands,Transfer,True
MT0305_3,E0683,E0077,9999.99,2024-08-18 00:46:10,Wire Transfer,Svalbard & Jan Mayen Islands,Bahrain,Transfer,True
MT0306_0,E0433,E0208,4217.25,2024-08-21 00:29:47,Wire Transfer,Nigeria,Belize,Transfer,True
MT0306_1,E0208,E0586,3237.7,2024-10-14 00:44:56,Wire Transfer,Belize,Somalia,Transfer,True
MT0306_2,E0586,E0713,3886.99,2024-05-27 00:08:31,Wire Transfer,Somalia,Mali,Transfer,True
MT0307_0,E0652,E0722,2726.07,2024-11-04 00:06:18,Wire Transfer,Sudan,Macao,Transfer,True
MT0307_1,E0722,E0761,3344.54,2024-09-21 00:27:53,Wire Transfer,Macao,Japan,Transfer,True
MT0307_2,E0761,E0275,2688.19,2024-12-03 00:30:48,Wire Transfer,Japan,Holy See (Vatican City State),Transfer,True
MT0307_3,E0275,E0547,3042.1,2024-06-28 00:06:11,Wire Transfer,Holy See (Vatican City State),Sri Lanka,Transfer,True
MT0308_0,E0973,E0136,9999.99,2024-11-02 00:23:45,Wire Transfer,Comoros,Liberia,Transfer,True
MT0308_1,E0136,E0255,9999.99,2024-05-04 00:07:35,Wire Transfer,Liberia,Nepal,Transfer,True
MT0309_0,E0586,E0713,9999.99,2024-10-28 00:16:54,Wire Transfer,Somalia,Mali,Transfer,True
MT0309_1,E0713,E0446,9999.99,2024-10-26 00:57:04,Wire Transfer,Mali,Macao,Transfer,True
MT0310_0,E0368,E0197,9999.99,2024-07-07 00:40:38,Wire Transfer,Angola,Malta,Transfer,True
MT0310_1,E0197,E0152,9999.99,2024-06-06 00:13:31,Wire Transfer,Malta,Barbados,Transfer,True
MT0311_0,E0577,E0733,6722.01,2024-11-09 00:26:28,Wire Transfer,Montenegro,Christmas Island,Transfer,True
MT0311_1,E0733,E0136,6952.99,2024-01-29 00:16:49,Wire Transfer,Christmas Island,Liberia,Transfer,True
MT0312_0,E0136,E0547,7866.6,2024-01-24 00:20:05,Wire Transfer,Liberia,Sri Lanka,Transfer,True
MT0312_1,E0547,E0446,9060.24,2024-04-21 00:28:47,Wire Transfer,Sri Lanka,Macao,Transfer,True
MT0312_2,E0446,E0274,9377.95,2024-02-18 00:55:04,Wire Transfer,Macao,Italy,Transfer,True
MT0312_3,E0274,E0324,9423.95,2024-03-13 00:30:50,Wire Transfer,Italy,Chile,Transfer,True
MT0313_0,E0152,E0972,9999.99,2024-05-21 00:38:31,Wire Transfer,Barbados,San Marino,Transfer,True
MT0313_1,E0972,E0625,9999.99,2024-07-08 00:53:24,Wire Transfer,San Marino,Nicaragua,Transfer,True
MT0313_2,E0625,E0368,9999.99,2024-02-01 00:08:27,Wire Transfer,Nicaragua,Angola,Transfer,True
MT0313_3,E0368,E0275,9554.46,2024-02-10 00:07:45,Wire Transfer,Angola,Holy See (Vatican City State),Transfer,True
MT0314_0,E0587,E0547,6162.9,2024-01-20 00:06:47,Wire Transfer,Belarus,Sri Lanka,Transfer,True
MT0314_1,E0547,E0373,6105.24,2024-12-21 00:52:36,Wire Transfer,Sri Lanka,Cocos (Keeling) Islands,Transfer,True
MT0314_2,E0373,E0319,4923.98,2024-08-06 00:13:07,Wire Transfer,Cocos (Keeling) Islands,Lao People's Democratic Republic,Transfer,True
MT0315_0,E0208,E0586,9383.85,2024-08-22 00:24:08,Wire Transfer,Belize,Somalia,Transfer,True
MT0315_1,E0586,E0587,9999.99,2024-09-03 00:37:04,Wire Transfer,Somalia,Belarus,Transfer,True
MT0315_2,E0587,E0011,9999.99,2024-10-19 00:05:05,Wire Transfer,Belarus,Moldova,Transfer,True
MT0316_0,E0193,E0208,4594.2,2024-02-10 00:27:09,Wire Transfer,New Caledonia,Belize,Transfer,True
MT0316_1,E0208,E0722,4141.9,2024-04-14 00:01:59,Wire Transfer,Belize,Macao,Transfer,True
MT0316_2,E0722,E0077,4357.53,2024-01-08 00:40:24,Wire Transfer,Macao,Bahrain,Transfer,True
MT0317_0,E0547,E0776,8668.7,2024-10-05 00:39:01,Wire Transfer,Sri Lanka,Comoros,Transfer,True
MT0317_1,E0776,E0582,6521.43,2024-02-08 00:30:19,Wire Transfer,Comoros,Netherlands,Transfer,True
MT0317_2,E0582,E0943,8331.86,2024-07-10 00:00:40,Wire Transfer,Netherlands,British Indian Ocean Territory (Chagos Archipelago),Transfer,True
MT0318_0,E0373,E0967,8660.49,2024-07-08 00:59:32,Wire Transfer,Cocos (Keeling) Islands,Lithuania,Transfer,True
MT0318_1,E0967,E0652,9004.75,2024-06-12 00:38:16,Wire Transfer,Lithuania,Sudan,Transfer,True
MT0318_2,E0652,E0667,9517.82,2024-11-16 00:17:34,Wire Transfer,Sudan,Vietnam,Transfer,True
MT0319_0,E0683,E0152,1940.69,2024-05-17 00:09:59,Wire Transfer,Svalbard & Jan Mayen Islands,Barbados,Transfer,True
MT0319_1,E0152,E0255,2209.04,2024-06-26 00:38:04,Wire Transfer,Barbados,Nepal,Transfer,True
MT0319_2,E0255,E0577,2168.65,2024-11-26 00:14:39,Wire Transfer,Nepal,Montenegro,Transfer,True
MT0320_0,E0319,E0373,9999.99,2024-08-21 00:25:53,Wire Transfer,Lao People's Democratic Republic,Cocos (Keeling) Islands,Transfer,True
MT0320_1,E0373,E0625,9999.99,2024-03-24 00:24:38,Wire Transfer,Cocos (Keeling) Islands,Nicaragua,Transfer,True
MT0321_0,E0255,E0373,9999.99,2024-01-03 00:07:20,Wire Transfer,Nepal,Cocos (Keeling) Islands,Transfer,True
MT0321_1,E0373,E0324,9999.99,2024-12-18 00:27:19,Wire Transfer,Cocos (Keeling) Islands,Chile,Transfer,True
MT0322_0,E0761,E0529,5066.71,2024-04-04 00:09:21,Wire Transfer,Japan,Guadeloupe,Transfer,True
MT0322_1,E0529,E0587,5663.02,2024-08-31 00:15:21,Wire Transfer,Guadeloupe,Belarus,Transfer,True
MT0322_2,E0587,E0722,5660.51,2024-12-07 00:51:07,Wire Transfer,Belarus,Macao,Transfer,True
MT0322_3,E0722,E0550,4122.36,2024-11-29 00:03:25,Wire Transfer,Macao,Czech Republic,Transfer,True
MT0323_0,E0319,E0652,5044.7,2024-08-28 00:08:37,Wire Transfer,Lao People's Democratic Republic,Sudan,Transfer,True
MT0323_1,E0652,E0261,4878.5,2024-03-21 00:39:12,Wire Transfer,Sudan,Senegal,Transfer,True
MT0323_2,E0261,E0324,4561.08,2024-11-08 00:03:49,Wire Transfer,Senegal,Chile,Transfer,True
MT0324_0,E0433,E0944,9999.99,2024-09-12 00:10:34,Wire Transfer,Nigeria,Brazil,Transfer,True
MT0324_1,E0944,E0582,9999.99,2024-06-01 00:36:05,Wire Transfer,Brazil,Netherlands,Transfer,True
MT0325_0,E0587,E0944,9999.99,2024-09-24 00:09:07,Wire Transfer,Belarus,Brazil,Transfer,True
MT0325_1,E0944,E0492,9999.99,2024-07-25 00:36:18,Wire Transfer,Brazil,Estonia,Transfer,True
MT0326_0,E0274,E0049,8811.05,2024-03-07 00:26:04,Wire Transfer,Italy,Singapore,Transfer,True
MT0326_1,E0049,E0751,7116.88,2024-04-30 00:30:59,Wire Transfer,Singapore,Puerto Rico,Transfer,True
MT0326_2,E0751,E0803,8844.43,2024-01-23 00:25:53,Wire Transfer,Puerto Rico,Lebanon,Transfer,True
MT0327_0,E0274,E0446,6529.07,2024-01-18 00:42:24,Wire Transfer,Italy,Macao,Transfer,True
MT0327_1,E0446,E0049,8306.12,2024-02-19 00:46:07,Wire Transfer,Macao,Singapore,Transfer,True
MT0327_2,E0049,E0713,8333.41,2024-02-13 00:49:56,Wire Transfer,Singapore,Mali,Transfer,True
MT0327_3,E0713,E0722,8467.81,2024-10-18 00:18:11,Wire Transfer,Mali,Macao,Transfer,True
MT0328_0,E0529,E0446,2745.41,2024-03-12 00:33:11,Wire Transfer,Guadeloupe,Macao,Transfer,True
MT0328_1,E0446,E0407,2458.57,2024-05-21 00:41:32,Wire Transfer,Macao,Bermuda,Transfer,True
MT0329_0,E0407,E0625,1797.8,2024-06-08 00:04:19,Wire Transfer,Bermuda,Nicaragua,Transfer,True
MT0329_1,E0625,E0672,1732.57,2024-03-22 00:36:03,Wire Transfer,Nicaragua,Denmark,Transfer,True
MT0329_2,E0672,E0274,1637.17,2024-06-11 00:38:00,Wire Transfer,Denmark,Italy,Transfer,True
MT0329_3,E0274,E0944,1717.85,2024-01-09 00:38:30,Wire Transfer,Italy,Brazil,Transfer,True
MT0330_0,E0471,E0319,6779.98,2024-11-19 00:17:53,Wire Transfer,Pakistan,Lao People's Democratic Republic,Transfer,True
MT0330_1,E0319,E0972,6570.84,2024-02-27 00:08:36,Wire Transfer,Lao People's Democratic Republic,San Marino,Transfer,True
MT0331_0,E0944,E0152,9999.99,2024-10-18 00:42:59,Wire Transfer,Brazil,Barbados,Transfer,True
MT0331_1,E0152,E0471,9999.99,2024-09-08 00:29:09,Wire Transfer,Barbados,Pakistan,Transfer,True
MT0331_2,E0471,E0433,9999.99,2024-12-30 00:23:29,Wire Transfer,Pakistan,Nigeria,Transfer,True
MT0331_3,E0433,E0587,9612.43,2024-04-15 00:26:14,Wire Transfer,Nigeria,Belarus,Transfer,True
MT0332_0,E0193,E0683,9999.99,2024-02-02 00:31:33,Wire Transfer,New Caledonia,Svalbard & Jan Mayen Islands,Transfer,True
MT0332_1,E0683,E0733,8859.49,2024-03-20 00:16:02,Wire Transfer,Svalbard & Jan Mayen Islands,Christmas Island,Transfer,True
MT0332_2,E0733,E0577,8507.05,2024-02-01 00:58:50,Wire Transfer,Christmas Island,Montenegro,Transfer,True
MT0332_3,E0577,E0722,8989.95,2024-05-21 00:27:37,Wire Transfer,Montenegro,Macao,Transfer,True
MT0333_0,E0368,E0683,9999.99,2024-05-07 00:44:24,Wire Transfer,Angola,Svalbard & Jan Mayen Islands,Transfer,True
MT0333_1,E0683,E0319,9999.99,2024-09-19 00:06:57,Wire Transfer,Svalbard & Jan Mayen Islands,Lao People's Democratic Republic,Transfer,True
MT0334_0,E0761,E0324,9999.99,2024-04-19 00:16:41,Wire Transfer,Japan,Chile,Transfer,True
MT0334_1,E0324,E0433,9999.99,2024-10-05 00:32:55,Wire Transfer,Chile,Nigeria,Transfer,True
MT0335_0,E0329,E0274,7478.84,2024-02-27 00:50:07,Wire Transfer,Micronesia,Italy,Transfer,True
MT0335_1,E0274,E0208,9318.94,2024-12-07 00:40:44,Wire Transfer,Italy,Belize,Transfer,True
MT0335_2,E0208,E0625,7766.98,2024-09-10 00:18:04,Wire Transfer,Belize,Nicaragua,Transfer,True
MT0335_3,E0625,E0652,8534.36,2024-07-03 00:21:46,Wire Transfer,Nicaragua,Sudan,Transfer,True
MT0336_0,E0529,E0973,1757.33,2024-07-23 00:43:34,Wire Transfer,Guadeloupe,Comoros,Transfer,True
MT0336_1,E0973,E0287,1743.07,2024-10-20 00:36:23,Wire Transfer,Comoros,Martinique,Transfer,True
MT0336_2,E0287,E0667,1953.2,2024-05-25 00:35:57,Wire Transfer,Martinique,Vietnam,Transfer,True
MT0337_0,E0682,E0011,9472.44,2024-06-27 00:05:10,Wire Transfer,Dominica,Moldova,Transfer,True
MT0337_1,E0011,E0136,8537.58,2024-05-25 00:24:27,Wire Transfer,Moldova,Liberia,Transfer,True
MT0337_2,E0136,E0049,9999.99,2024-07-20 00:06:10,Wire Transfer,Liberia,Singapore,Transfer,True
MT0337_3,E0049,E0672,9999.99,2024-03-15 00:25:03,Wire Transfer,Singapore,Denmark,Transfer,True
MT0338_0,E0324,E0973,9999.99,2024-06-20 00:03:57,Wire Transfer,Chile,Comoros,Transfer,True
MT0338_1,E0973,E0515,9999.99,2024-08-11 00:52:02,Wire Transfer,Comoros,Egypt,Transfer,True
MT0338_2,E0515,E0944,9999.99,2024-04-27 00:01:25,Wire Transfer,Egypt,Brazil,Transfer,True
MT0338_3,E0944,E0803,9999.99,2024-10-15 00:38:58,Wire Transfer,Brazil,Lebanon,Transfer,True
MT0339_0,E0077,E0152,9999.99,2024-03-05 00:05:56,Wire Transfer,Bahrain,Barbados,Transfer,True
MT0339_1,E0152,E0944,9999.99,2024-12-04 00:21:57,Wire Transfer,Barbados,Brazil,Transfer,True
MT0339_2,E0944,E0471,9999.99,2024-07-20 00:41:09,Wire Transfer,Brazil,Pakistan,Transfer,True
MT0340_0,E0547,E0049,4266.99,2024-04-18 00:51:05,Wire Transfer,Sri Lanka,Singapore,Transfer,True
MT0340_1,E0049,E0373,6077.74,2024-03-06 00:16:04,Wire Transfer,Singapore,Cocos (Keeling) Islands,Transfer,True
MT0340_2,E0373,E0446,5647.52,2024-09-04 00:09:51,Wire Transfer,Cocos (Keeling) Islands,Macao,Transfer,True
MT0340_3,E0446,E0761,5815.67,2024-09-27 00:52:54,Wire Transfer,Macao,Japan,Transfer,True
MT0341_0,E0722,E0324,9999.99,2024-09-01 00:21:55,Wire Transfer,Macao,Chile,Transfer,True
MT0341_1,E0324,E0155,9999.99,2024-09-05 00:45:59,Wire Transfer,Chile,Nicaragua,Transfer,True
MT0342_0,E0667,E0407,4062.97,2024-10-08 00:59:42,Wire Transfer,Vietnam,Bermuda,Transfer,True
MT0342_1,E0407,E0152,4091.78,2024-03-12 00:32:37,Wire Transfer,Bermuda,Barbados,Transfer,True
MT0343_0,E0274,E0077,9999.99,2024-10-31 00:59:50,Wire Transfer,Italy,Bahrain,Transfer,True
MT0343_1,E0077,E0943,9999.99,2024-08-25 00:24:29,Wire Transfer,Bahrain,British Indian Ocean Territory (Chagos Archipelago),Transfer,True
MT0344_0,E0197,E0967,9192.71,2024-09-12 00:08:10,Wire Transfer,Malta,Lithuania,Transfer,True
MT0344_1,E0967,E0275,7798.48,2024-05-01 00:07:19,Wire Transfer,Lithuania,Holy See (Vatican City State),Transfer,True
MT0345_0,E0967,E0587,9999.99,2024-06-10 00:32:04,Wire Transfer,Lithuania,Belarus,Transfer,True
MT0345_1,E0587,E0407,9999.99,2024-03-16 00:47:05,Wire Transfer,Belarus,Bermuda,Transfer,True
MT0345_2,E0407,E0973,9616.84,2024-06-17 00:13:37,Wire Transfer,Bermuda,Comoros,Transfer,True
MT0346_0,E0944,E0733,9999.99,2024-01-15 00:40:52,Wire Transfer,Brazil,Christmas Island,Transfer,True
MT0346_1,E0733,E0407,9999.99,2024-10-28 00:27:47,Wire Transfer,Christmas Island,Bermuda,Transfer,True
MT0347_0,E0136,E0550,9999.99,2024-08-08 00:27:18,Wire Transfer,Liberia,Czech Republic,Transfer,True
MT0347_1,E0550,E0733,9999.99,2024-09-07 00:34:49,Wire Transfer,Czech Republic,Christmas Island,Transfer,True
MT0347_2,E0733,E0011,9999.99,2024-02-28 00:18:01,Wire Transfer,Christmas Island,Moldova,Transfer,True
MT0348_0,E0287,E0682,3089.99,2024-04-09 00:34:27,Wire Transfer,Martinique,Dominica,Transfer,True
MT0348_1,E0682,E0407,2805.76,2024-03-05 00:46:00,Wire Transfer,Dominica,Bermuda,Transfer,True
MT0348_2,E0407,E0803,2588.89,2024-12-19 00:13:44,Wire Transfer,Bermuda,Lebanon,Transfer,True
MT0349_0,E0515,E0407,6020.84,2024-09-13 00:06:57,Wire Transfer,Egypt,Bermuda,Transfer,True
MT0349_1,E0407,E0152,5151.96,2024-07-26 00:37:30,Wire Transfer,Bermuda,Barbados,Transfer,True
MT0349_2,E0152,E0077,5875.04,2024-07-28 00:03:01,Wire Transfer,Barbados,Bahrain,Transfer,True
MT0349_3,E0077,E0577,7545.71,2024-01-23 00:34:32,Wire Transfer,Bahrain,Montenegro,Transfer,True
MT0350_0,E0287,E0011,9999.99,2024-12-25 00:47:43,Wire Transfer,Martinique,Moldova,Transfer,True
MT0350_1,E0011,E0197,9960.03,2024-10-16 00:53:06,Wire Transfer,Moldova,Malta,Transfer,True
MT0350_2,E0197,E0329,8081.84,2024-06-17 00:57:54,Wire Transfer,Malta,Micronesia,Transfer,True
