Transaction_ID,Sender_ID,Receiver_ID,Amount,Timestamp,Transaction_Type,Sender_Country,Receiver_Country,Description,Suspicious_Flag
T008830,E0493,E0450,20.69,2024-06-11 19:45:41,Cash Deposit,American Samoa,Vanuatu,Cash Deposit #8830,False
T008831,E0919,E0395,19.34,2024-07-01 00:15:17,Cash Deposit,Serbia,South Africa,Cash Deposit #8831,False
T008832,E0659,E0782,937.13,2024-08-25 12:16:41,Cash Deposit,Jersey,Denmark,Cash Deposit #8832,False
T008833,E0771,E0639,203.48,2024-12-16 12:24:04,Cash Deposit,Afghanistan,Nauru,Cash Deposit #8833,False
T008834,E0514,E0895,45.24,2024-10-18 22:40:47,Cash Deposit,Brazil,Western Sahara,Cash Deposit #8834,False
T008835,E0783,E0450,495.98,2024-10-23 13:43:46,Cash Deposit,India,Vanuatu,Cash Deposit #8835,False
T008836,E0998,E0497,709.82,2024-09-05 20:54:12,Payment,Korea,Bosnia and Herzegovina,Option example including above decision.,False
T008837,E0027,E0991,527.92,2024-08-25 18:03:22,Payment,Chile,Zambia,Area impact almost small.,False
T008838,E0577,E0526,345.71,2024-04-24 07:39:03,Payment,Togo,Niger,Eye manager investment challenge choice.,False
T008839,E0418,E0632,42.3,2024-01-01 02:18:36,Wire Transfer,Holy See (Vatican City State),Macao,Wire Transfer #8839,False
T008840,E0380,E0203,348.02,2024-09-27 12:48:01,Wire Transfer,Colombia,Poland,Wire Transfer #8840,False
T008841,E0683,E0387,975.72,2024-10-24 12:49:03,Payment,Belgium,Brunei Darussalam,Find item federal artist lawyer young.,False
T008842,E0685,E0945,1943.13,2024-08-15 14:56:08,Wire Transfer,Botswana,Tuvalu,Wire Transfer #8842,False
T008843,E0438,E0015,630.33,2024-06-04 18:36:13,Payment,Kiribati,Guinea,Hundred card soon when learn.,False
T008844,E0550,E0170,646.08,2024-03-29 01:48:20,Payment,United States Virgin Islands,Vanuatu,Bring happen newspaper card force positive.,False
T008845,E0708,E0197,306.02,2024-05-17 11:37:46,Wire Transfer,Singapore,Kenya,Wire Transfer #8845,False
T008846,E0919,E0397,139.77,2024-08-21 23:36:36,Payment,Serbia,Gambia,Can ok individual decide.,False
T008847,E0214,E0878,618.83,2024-10-11 07:23:16,Cash Deposit,Vanuatu,Brazil,Cash Deposit #8847,False
T008848,E0194,E0854,895.72,2024-05-03 22:20:07,Wire Transfer,Russian Federation,Kiribati,Wire Transfer #8848,False
T008849,E0612,E0545,50.77,2024-08-24 15:01:21,Cash Deposit,Madagascar,Holy See (Vatican City State),Cash Deposit #8849,False
T008850,E0828,E0161,526.92,2024-11-18 20:47:27,Wire Transfer,Burkina Faso,Ireland,Wire Transfer #8850,False
T008851,E0583,E0651,217.53,2024-08-20 01:12:24,Payment,Montenegro,Honduras,Trial chair yet see yes citizen.,False
T008852,E0463,E0224,500.56,2024-08-15 19:04:54,Cash Deposit,Japan,Chad,Cash Deposit #8852,False
T008853,E0766,E0099,7437.17,2024-02-27 16:12:30,Cash Deposit,Saint Helena,Cape Verde,Cash Deposit #8853,False
T008854,E0166,E0285,11824.9,2024-08-25 00:31:58,Payment,French Southern Territories,Seychelles,Heart where human left.,False
T008855,E0695,E0143,36.82,2024-05-29 21:09:14,Cash Deposit,Egypt,Senegal,Cash Deposit #8855,False
T008856,E0275,E0947,93.84,2024-02-18 10:28:46,Payment,Svalbard & Jan Mayen Islands,Mauritania,Its wear group.,False
T008857,E0035,E0026,178.82,2024-08-24 08:35:58,Wire Transfer,Burkina Faso,United Kingdom,Wire Transfer #8857,False
T008858,E0533,E0280,719.86,2024-10-29 03:06:41,Cash Deposit,Isle of Man,Argentina,Cash Deposit #8858,False
T008859,E0228,E0040,651.09,2024-07-20 03:14:22,Cash Deposit,French Guiana,Bhutan,Cash Deposit #8859,False
T008860,E0342,E0706,2564.35,2024-10-01 20:57:41,Wire Transfer,Brazil,Ireland,Wire Transfer #8860,False
T008861,E0389,E0771,51.69,2024-12-18 15:46:20,Cash Deposit,Honduras,Afghanistan,Cash Deposit #8861,False
T008862,E0878,E0508,1523.35,2024-04-21 18:20:27,Payment,Brazil,Chad,Trip few bed study late letter.,False
T008863,E0314,E0008,179.17,2024-10-31 21:40:56,Wire Transfer,Chile,Israel,Wire Transfer #8863,False
T008864,E0205,E0861,19.51,2024-02-19 04:35:33,Wire Transfer,Austria,Nauru,Wire Transfer #8864,False
T008865,E0676,E0958,222.31,2024-08-17 23:38:10,Cash Deposit,Antarctica (the territory South of 60 deg S),Botswana,Cash Deposit #8865,False
T008866,E0015,E0496,686.97,2024-07-14 15:00:19,Cash Deposit,Guinea,Papua New Guinea,Cash Deposit #8866,False
T008867,E0095,E0508,300.85,2024-09-20 06:58:30,Cash Deposit,Christmas Island,Chad,Cash Deposit #8867,False
T008868,E0680,E0884,1291.64,2024-04-06 13:17:52,Payment,Djibouti,Bulgaria,Us play over notice remain.,False
T008869,E0118,E0247,67.53,2024-11-15 20:25:24,Cash Deposit,Norway,Malawi,Cash Deposit #8869,False
T008870,E0814,E0737,1055.3,2024-05-22 15:16:01,Cash Deposit,Qatar,Guinea,Cash Deposit #8870,False
T008871,E0005,E0786,538.53,2024-06-18 10:24:15,Payment,Venezuela,Armenia,Old movie figure risk base.,False
T008872,E0853,E0096,370.09,2024-04-13 18:12:58,Cash Deposit,Burkina Faso,Jersey,Cash Deposit #8872,False
T008873,E0484,E0966,393.46,2024-03-12 14:10:55,Payment,Bahamas,China,Nature that next.,False
T008874,E0983,E0708,277.42,2024-01-18 20:52:14,Payment,North Macedonia,Singapore,Piece can oil.,False
T008875,E0333,E0693,853.85,2024-11-25 20:52:02,Wire Transfer,Guinea,Holy See (Vatican City State),Wire Transfer #8875,False
T008876,E0192,E0437,1348.98,2024-04-23 01:48:21,Wire Transfer,Austria,Algeria,Wire Transfer #8876,False
T008877,E0975,E0978,871.03,2024-01-02 08:35:47,Cash Deposit,Bahamas,Austria,Cash Deposit #8877,False
T008878,E0356,E0220,3268.66,2024-03-04 13:28:12,Cash Deposit,San Marino,France,Cash Deposit #8878,False
T008879,E0041,E0199,250.56,2024-12-01 06:50:46,Wire Transfer,Albania,Puerto Rico,Wire Transfer #8879,False
T008880,E0469,E0165,363.61,2024-09-27 20:44:58,Cash Deposit,Malawi,Mauritius,Cash Deposit #8880,False
T008881,E0415,E0342,9271.71,2024-11-24 14:51:27,Wire Transfer,United States Minor Outlying Islands,Brazil,Wire Transfer #8881,False
T008882,E0079,E0062,1857.85,2024-11-05 12:52:50,Cash Deposit,Cape Verde,Liberia,Cash Deposit #8882,False
T008883,E0776,E0475,368.89,2024-10-08 14:30:19,Wire Transfer,Slovenia,Bulgaria,Wire Transfer #8883,False
T008884,E0181,E0754,6534.91,2024-01-18 18:45:53,Wire Transfer,Bhutan,North Macedonia,Wire Transfer #8884,False
T008885,E0932,E0983,196.2,2024-07-19 19:34:48,Wire Transfer,Saint Vincent and the Grenadines,North Macedonia,Wire Transfer #8885,False
T008886,E0589,E0122,147.95,2024-09-21 22:45:38,Payment,United States Virgin Islands,Western Sahara,Could tax wife southern none painting.,False
T008887,E0324,E0878,555.29,2024-11-12 22:29:05,Wire Transfer,United States Minor Outlying Islands,Brazil,Wire Transfer #8887,False
T008888,E0454,E0966,667.28,2024-01-25 18:07:34,Cash Deposit,Vietnam,China,Cash Deposit #8888,False
T008889,E0847,E0401,401.09,2024-08-24 09:15:49,Wire Transfer,Bosnia and Herzegovina,Isle of Man,Wire Transfer #8889,False
T008890,E0871,E0905,1644.71,2024-03-05 13:39:43,Payment,Timor-Leste,United States Virgin Islands,Treat throughout night learn.,False
T008891,E0636,E0263,463.39,2024-06-12 03:01:23,Wire Transfer,Andorra,British Virgin Islands,Wire Transfer #8891,False
T008892,E0975,E0900,73.62,2024-08-01 05:18:04,Wire Transfer,Bahamas,Russian Federation,Wire Transfer #8892,False
T008893,E0171,E0500,92.6,2024-08-18 21:23:24,Cash Deposit,Svalbard & Jan Mayen Islands,Lithuania,Cash Deposit #8893,False
T008894,E0140,E0862,1073.62,2024-08-31 02:53:22,Cash Deposit,Somalia,Guernsey,Cash Deposit #8894,False
T008895,E0139,E0029,1182.57,2024-05-21 16:47:31,Wire Transfer,Jordan,Zimbabwe,Wire Transfer #8895,False
T008896,E0482,E0602,425.46,2024-11-11 21:41:53,Cash Deposit,Poland,Guyana,Cash Deposit #8896,False
T008897,E0586,E0730,56.51,2024-10-25 03:16:41,Cash Deposit,Equatorial Guinea,Hungary,Cash Deposit #8897,False
T008898,E0141,E0933,5287.29,2024-12-06 22:50:44,Cash Deposit,Uruguay,Seychelles,Cash Deposit #8898,False
T008899,E0207,E0264,480.91,2024-08-26 22:49:03,Cash Deposit,Bulgaria,Cayman Islands,Cash Deposit #8899,False
T008900,E0265,E0528,594.29,2024-06-24 07:36:03,Cash Deposit,Indonesia,Madagascar,Cash Deposit #8900,False
T008901,E0380,E0122,397.26,2024-09-13 16:14:12,Payment,Colombia,Western Sahara,Term training nor course.,False
T008902,E0543,E0938,704.16,2024-12-04 08:12:15,Payment,Finland,Saint Vincent and the Grenadines,Laugh shoulder according writer.,False
T008903,E0476,E0297,436.05,2024-07-19 17:24:30,Payment,Bulgaria,Guernsey,Job down federal month argue threat.,False
T008904,E0123,E0739,40.51,2024-08-16 05:47:22,Cash Deposit,Costa Rica,Montenegro,Cash Deposit #8904,False
T008905,E0733,E0292,525.61,2024-01-01 18:02:02,Cash Deposit,Central African Republic,Israel,Cash Deposit #8905,False
T008906,E0666,E0260,723.11,2024-11-02 01:06:02,Cash Deposit,Greece,Marshall Islands,Cash Deposit #8906,False
T008907,E0582,E0395,77.55,2024-01-22 04:20:55,Wire Transfer,Germany,South Africa,Wire Transfer #8907,False
T008908,E0579,E0370,355.83,2024-08-18 04:46:01,Wire Transfer,Saint Martin,Oman,Wire Transfer #8908,False
T008909,E0291,E0732,2738.84,2024-04-17 03:28:22,Cash Deposit,Serbia,Trinidad and Tobago,Cash Deposit #8909,False
T008910,E0967,E0340,3898.12,2024-03-02 07:28:32,Cash Deposit,Argentina,Saint Helena,Cash Deposit #8910,False
T008911,E0728,E0197,6100.13,2024-09-05 10:25:58,Wire Transfer,Seychelles,Kenya,Wire Transfer #8911,False
T008912,E0275,E0396,857.14,2024-03-23 03:15:48,Payment,Svalbard & Jan Mayen Islands,Singapore,Hope organization others.,False
T008913,E0103,E0778,78.81,2024-10-16 12:52:08,Payment,Dominica,Monaco,Physical threat morning.,False
T008914,E0809,E0385,298.97,2024-12-20 05:17:50,Wire Transfer,Bahamas,Bhutan,Wire Transfer #8914,False
T008915,E0116,E0907,72.34,2024-08-06 13:37:42,Wire Transfer,Liechtenstein,Netherlands Antilles,Wire Transfer #8915,False
T008916,E0944,E0820,160.99,2024-03-18 07:57:57,Wire Transfer,Macao,Ukraine,Wire Transfer #8916,False
T008917,E0186,E0605,1644.24,2024-07-02 07:39:45,Wire Transfer,Monaco,United States Virgin Islands,Wire Transfer #8917,False
T008918,E0031,E0301,1855.64,2024-07-16 22:32:11,Wire Transfer,Bolivia,Papua New Guinea,Wire Transfer #8918,False
T008919,E0470,E0905,100.59,2024-09-11 04:20:08,Payment,Oman,United States Virgin Islands,Member measure build concern yes minute.,False
T008920,E0262,E0552,267.6,2024-01-21 07:00:00,Payment,Gambia,Malaysia,Number dream adult action human.,False
T008921,E0359,E0090,949.6,2024-05-14 20:55:46,Wire Transfer,Czech Republic,Cuba,Wire Transfer #8921,False
T008922,E0173,E0536,53.27,2024-06-06 12:53:10,Payment,Zimbabwe,Mali,Skill whom American decide federal.,False
T008923,E0303,E0725,2570.4,2024-06-20 09:55:11,Cash Deposit,Gabon,Djibouti,Cash Deposit #8923,False
T008924,E0762,E0262,72.1,2024-06-14 12:12:06,Wire Transfer,Yemen,Gambia,Wire Transfer #8924,False
T008925,E0248,E0301,162.21,2024-09-05 11:08:15,Payment,Aruba,Papua New Guinea,Night seek indeed six talk stock.,False
T008926,E0834,E0454,9484.71,2024-10-16 16:00:08,Payment,Sweden,Vietnam,Claim keep surface city.,False
T008927,E0371,E0793,923.6,2024-09-16 05:52:12,Cash Deposit,South Africa,Switzerland,Cash Deposit #8927,False
T008928,E0848,E0484,701.43,2024-03-07 02:10:54,Wire Transfer,Zambia,Bahamas,Wire Transfer #8928,False
T008929,E0968,E0574,305.64,2024-09-26 11:45:15,Cash Deposit,Azerbaijan,Brazil,Cash Deposit #8929,False
T008930,E0835,E0796,105.21,2024-02-02 09:52:31,Cash Deposit,Wallis and Futuna,Cape Verde,Cash Deposit #8930,False
T008931,E0172,E0495,268.04,2024-08-27 05:14:13,Payment,India,China,Suddenly result party often scene size.,False
T008932,E0901,E0094,107.46,2024-01-08 01:04:20,Cash Deposit,Ethiopia,Vanuatu,Cash Deposit #8932,False
T008933,E0124,E0823,106.29,2024-05-21 17:01:21,Wire Transfer,Dominica,Lebanon,Wire Transfer #8933,False
T008934,E0687,E0806,1033.31,2024-04-23 22:38:44,Cash Deposit,Trinidad and Tobago,Lebanon,Cash Deposit #8934,False
T008935,E0519,E0323,186.96,2024-01-16 18:23:24,Cash Deposit,Falkland Islands (Malvinas),Mongolia,Cash Deposit #8935,False
T008936,E0699,E0959,92.94,2024-04-20 11:50:45,Payment,Bangladesh,Sri Lanka,Human beat animal course.,False
T008937,E0064,E0397,252.17,2024-08-10 01:01:34,Payment,Slovenia,Gambia,Magazine discuss office summer cover.,False
T008938,E0276,E0047,165.72,2024-05-18 11:09:07,Cash Deposit,Ethiopia,Tuvalu,Cash Deposit #8938,False
T008939,E0569,E0218,304.87,2024-12-03 00:07:41,Payment,Zambia,Mali,Deep particularly everyone.,False
T008940,E0606,E0174,14.97,2024-07-11 00:19:57,Payment,Uzbekistan,Timor-Leste,He time and environment sense lead.,False
T008941,E0241,E0064,4277.26,2024-12-15 20:53:33,Cash Deposit,Gabon,Slovenia,Cash Deposit #8941,False
T008942,E0000,E0062,356.53,2024-01-26 00:15:33,Payment,Aruba,Liberia,Former bring left.,False
T008943,E0750,E0610,1162.53,2024-04-09 20:12:34,Payment,Madagascar,Burkina Faso,Detail mission music none quality by.,False
T008944,E0368,E0076,3130.93,2024-01-09 13:05:27,Payment,Latvia,Congo,Back should the explain ability find.,False
T008945,E0279,E0383,144.44,2024-04-13 23:16:06,Payment,Cook Islands,Panama,Often effort turn discover.,False
T008946,E0632,E0174,220.69,2024-05-09 05:20:19,Cash Deposit,Macao,Timor-Leste,Cash Deposit #8946,False
T008947,E0742,E0897,179.08,2024-05-30 02:09:59,Cash Deposit,Libyan Arab Jamahiriya,Tuvalu,Cash Deposit #8947,False
T008948,E0252,E0937,4962.71,2024-10-14 12:33:22,Wire Transfer,Botswana,Slovakia (Slovak Republic),Wire Transfer #8948,False
T008949,E0649,E0949,41.77,2024-05-29 23:31:40,Cash Deposit,Yemen,Mauritius,Cash Deposit #8949,False
T008950,E0394,E0212,27.5,2024-06-30 18:30:32,Payment,Australia,Pitcairn Islands,Nation doctor medical.,False
T008951,E0732,E0267,75.44,2024-08-26 09:11:19,Payment,Trinidad and Tobago,Uruguay,He church travel.,False
T008952,E0889,E0926,2986.25,2024-08-11 19:23:21,Wire Transfer,Iraq,Vietnam,Wire Transfer #8952,False
T008953,E0207,E0963,186.19,2024-03-25 23:07:50,Payment,Bulgaria,Costa Rica,Serious stock this hot.,False
T008954,E0417,E0962,90.49,2024-05-28 03:34:12,Cash Deposit,Angola,Turks and Caicos Islands,Cash Deposit #8954,False
T008955,E0997,E0980,138.41,2024-05-08 23:05:22,Payment,Lesotho,Greece,Skin large knowledge success necessary open.,False
T008956,E0618,E0178,153.64,2024-08-22 14:14:22,Cash Deposit,Iran,Mauritania,Cash Deposit #8956,False
T008957,E0633,E0491,1992.5,2024-06-05 06:24:44,Payment,Romania,Korea,Teach recognize strategy.,False
T008958,E0112,E0471,1544.94,2024-12-12 06:15:52,Wire Transfer,Grenada,Nepal,Wire Transfer #8958,False
T008959,E0090,E0181,209.52,2024-02-20 22:57:21,Cash Deposit,Cuba,Bhutan,Cash Deposit #8959,False
T008960,E0019,E0175,276.74,2024-06-28 19:10:54,Cash Deposit,Sweden,Belize,Cash Deposit #8960,False
T008961,E0993,E0028,10.0,2024-09-11 09:02:08,Cash Deposit,Uganda,Belarus,Cash Deposit #8961,False
T008962,E0310,E0345,1852.41,2024-07-10 15:03:24,Wire Transfer,Grenada,Saint Pierre and Miquelon,Wire Transfer #8962,False
T008963,E0091,E0205,199.2,2024-12-15 13:11:41,Payment,Korea,Austria,Process become night state actually month.,False
T008964,E0683,E0251,52.18,2024-05-20 06:24:50,Cash Deposit,Belgium,Oman,Cash Deposit #8964,False
T008965,E0467,E0372,479.23,2024-06-01 08:51:02,Wire Transfer,Mauritius,Saint Pierre and Miquelon,Wire Transfer #8965,False
T008966,E0574,E0783,611.33,2024-01-19 09:22:29,Payment,Brazil,India,Make alone prevent sport line price.,False
T008967,E0992,E0636,84.95,2024-01-02 15:34:28,Wire Transfer,Sri Lanka,Andorra,Wire Transfer #8967,False
T008968,E0165,E0047,837.59,2024-07-01 08:44:21,Payment,Mauritius,Tuvalu,Personal later the agreement himself on.,False
T008969,E0687,E0386,791.71,2024-04-23 07:55:06,Cash Deposit,Trinidad and Tobago,Northern Mariana Islands,Cash Deposit #8969,False
T008970,E0210,E0892,97.62,2024-08-16 14:19:08,Wire Transfer,South Africa,Cote d'Ivoire,Wire Transfer #8970,False
T008971,E0541,E0328,24.47,2024-05-14 01:21:36,Wire Transfer,Cameroon,Grenada,Wire Transfer #8971,False
T008972,E0130,E0712,242.82,2024-08-14 03:15:46,Payment,Timor-Leste,Greece,Present bar southern live forget.,False
T008973,E0734,E0114,139.02,2024-11-13 23:09:54,Payment,Puerto Rico,Macao,Unit technology from any.,False
T008974,E0980,E0819,559.06,2024-12-27 22:40:24,Cash Deposit,Greece,Saint Kitts and Nevis,Cash Deposit #8974,False
T008975,E0284,E0685,57.54,2024-01-04 23:44:33,Payment,India,Botswana,Evidence life year still first both.,False
T008976,E0824,E0719,381.67,2024-07-17 04:14:48,Wire Transfer,Mongolia,Serbia,Wire Transfer #8976,False
T008977,E0010,E0048,661.74,2024-06-07 19:30:39,Payment,Uzbekistan,Montserrat,Finally sound before character Congress.,False
T008978,E0007,E0743,2452.57,2024-03-05 10:27:37,Payment,Reunion,Faroe Islands,Real economy speak.,False
T008979,E0837,E0710,270.92,2024-12-26 01:43:09,Wire Transfer,Rwanda,Faroe Islands,Wire Transfer #8979,False
T008980,E0747,E0974,592.32,2024-08-09 23:13:52,Cash Deposit,Cyprus,Singapore,Cash Deposit #8980,False
T008981,E0276,E0247,234.52,2024-12-22 22:19:10,Cash Deposit,Ethiopia,Malawi,Cash Deposit #8981,False
T008982,E0565,E0167,60.65,2024-11-15 01:52:22,Cash Deposit,Norfolk Island,Saint Pierre and Miquelon,Cash Deposit #8982,False
T008983,E0539,E0398,5324.67,2024-07-11 11:52:11,Wire Transfer,New Caledonia,Armenia,Wire Transfer #8983,False
T008984,E0015,E0707,40.82,2024-12-30 10:39:48,Payment,Guinea,Norway,Read short myself response usually.,False
T008985,E0817,E0839,92.55,2024-04-21 09:42:14,Payment,Brunei Darussalam,Sweden,Red including class bad north personal.,False
T008986,E0092,E0922,272.01,2024-10-08 02:41:30,Cash Deposit,Angola,Togo,Cash Deposit #8986,False
T008987,E0672,E0006,437.24,2024-08-20 00:15:59,Wire Transfer,Moldova,Iraq,Wire Transfer #8987,False
T008988,E0766,E0651,951.59,2024-01-07 00:33:10,Wire Transfer,Saint Helena,Honduras,Wire Transfer #8988,False
T008989,E0850,E0476,230.54,2024-07-22 09:02:10,Payment,Samoa,Bulgaria,Lose none reflect born play treat.,False
T008990,E0275,E0150,18993.33,2024-12-07 22:42:21,Payment,Svalbard & Jan Mayen Islands,Sudan,Suggest wind mouth father.,False
T008991,E0311,E0491,46.59,2024-07-26 12:20:38,Payment,Puerto Rico,Korea,Medical and join.,False
T008992,E0542,E0742,676.4,2024-01-20 12:34:25,Payment,Guatemala,Libyan Arab Jamahiriya,Democratic else follow others.,False
T008993,E0450,E0578,17828.99,2024-08-01 12:43:17,Payment,Vanuatu,Brazil,Food population pay decision during.,False
T008994,E0957,E0630,726.94,2024-09-15 09:02:26,Cash Deposit,Bouvet Island (Bouvetoya),Marshall Islands,Cash Deposit #8994,False
T008995,E0946,E0922,580.21,2024-02-03 05:19:17,Payment,Azerbaijan,Togo,Full door while.,False
T008996,E0320,E0130,1241.36,2024-07-16 22:35:42,Payment,Slovakia (Slovak Republic),Timor-Leste,Whatever collection ask coach.,False
T008997,E0358,E0964,61.77,2024-07-09 07:49:55,Payment,Faroe Islands,Israel,Particularly choice kind.,False
T008998,E0646,E0299,670.09,2024-12-13 10:34:09,Wire Transfer,Morocco,Luxembourg,Wire Transfer #8998,False
T008999,E0117,E0200,976.02,2024-07-25 04:42:24,Cash Deposit,Azerbaijan,Belarus,Cash Deposit #8999,False
T009000,E0678,E0852,10.0,2024-05-16 03:59:14,Cash Deposit,Venezuela,Mali,Cash Deposit #9000,False
T009001,E0651,E0050,394.81,2024-06-14 18:36:51,Wire Transfer,Honduras,French Polynesia,Wire Transfer #9001,False
T009002,E0532,E0547,4126.32,2024-04-18 16:14:22,Cash Deposit,Saint Martin,Brazil,Cash Deposit #9002,False
T009003,E0202,E0373,231.63,2024-07-18 22:03:44,Wire Transfer,Ireland,Serbia,Wire Transfer #9003,False
T009004,E0914,E0954,1017.07,2024-09-26 13:34:10,Payment,Gabon,Dominican Republic,Base street build ready.,False
T009005,E0725,E0016,1316.01,2024-12-01 16:26:10,Payment,Djibouti,Congo,Accept prepare win.,False
T009006,E0056,E0839,109.65,2024-01-14 10:37:22,Payment,Malaysia,Sweden,Get talk push left.,False
T009007,E0911,E0696,449.73,2024-06-24 22:31:20,Payment,Timor-Leste,Pakistan,Cost I current notice hand.,False
T009008,E0369,E0081,74.11,2024-04-02 12:39:04,Cash Deposit,Ireland,Taiwan,Cash Deposit #9008,False
T009009,E0589,E0333,1749.99,2024-11-07 00:40:16,Cash Deposit,United States Virgin Islands,Guinea,Cash Deposit #9009,False
T009010,E0987,E0132,253.58,2024-08-19 10:57:25,Payment,Guinea-Bissau,Ghana,Cut spend such.,False
T009011,E0055,E0728,58.76,2024-09-01 06:34:49,Wire Transfer,Uruguay,Seychelles,Wire Transfer #9011,False
T009012,E0480,E0442,247.22,2024-02-28 00:15:02,Payment,Ghana,Reunion,Hour strong expert author by company.,False
T009013,E0675,E0849,1222.52,2024-11-29 10:00:17,Cash Deposit,Ukraine,Slovakia (Slovak Republic),Cash Deposit #9013,False
T009014,E0704,E0164,432.0,2024-02-16 00:21:12,Cash Deposit,Denmark,Lithuania,Cash Deposit #9014,False
T009015,E0848,E0947,1236.81,2024-02-22 12:34:27,Payment,Zambia,Mauritania,Page fine identify federal common.,False
T009016,E0876,E0971,31.08,2024-10-28 17:51:35,Cash Deposit,Lao People's Democratic Republic,Seychelles,Cash Deposit #9016,False
T009017,E0531,E0887,556.3,2024-07-09 02:37:26,Cash Deposit,Panama,Guinea,Cash Deposit #9017,False
T009018,E0576,E0271,730.47,2024-05-23 19:57:37,Payment,Faroe Islands,United States Virgin Islands,Suggest about probably southern six.,False
T009019,E0232,E0816,26.99,2024-01-04 18:38:04,Cash Deposit,Mozambique,Russian Federation,Cash Deposit #9019,False
T009020,E0631,E0565,65.07,2024-12-18 08:34:14,Cash Deposit,Libyan Arab Jamahiriya,Norfolk Island,Cash Deposit #9020,False
T009021,E0864,E0259,443.98,2024-09-13 18:22:57,Wire Transfer,Mongolia,Dominica,Wire Transfer #9021,False
T009022,E0480,E0954,70.59,2024-08-04 11:46:13,Cash Deposit,Ghana,Dominican Republic,Cash Deposit #9022,False
T009023,E0842,E0766,35.71,2024-12-24 17:12:59,Wire Transfer,Canada,Saint Helena,Wire Transfer #9023,False
T009024,E0167,E0185,124.68,2024-04-29 20:56:47,Wire Transfer,Saint Pierre and Miquelon,Japan,Wire Transfer #9024,False
T009025,E0297,E0096,250.99,2024-06-26 18:14:38,Wire Transfer,Guernsey,Jersey,Wire Transfer #9025,False
T009026,E0043,E0145,21.24,2024-05-24 22:29:41,Wire Transfer,Norfolk Island,Haiti,Wire Transfer #9026,False
T009027,E0348,E0001,1979.55,2024-10-16 01:42:09,Wire Transfer,Russian Federation,Oman,Wire Transfer #9027,False
T009028,E0068,E0414,1229.35,2024-06-02 22:07:01,Wire Transfer,Turkey,Kyrgyz Republic,Wire Transfer #9028,False
T009029,E0731,E0503,1077.14,2024-08-31 05:54:35,Payment,Belize,France,Ability nor ten floor police drive.,False
T009030,E0947,E0827,265.43,2024-07-30 15:53:03,Cash Deposit,Mauritania,Kiribati,Cash Deposit #9030,False
T009031,E0006,E0821,10701.64,2024-08-30 01:20:46,Cash Deposit,Iraq,Senegal,Cash Deposit #9031,False
T009032,E0553,E0196,155.62,2024-04-22 19:55:58,Payment,Tuvalu,Mayotte,Economic record want.,False
T009033,E0013,E0035,172.05,2024-01-15 18:25:07,Cash Deposit,Azerbaijan,Burkina Faso,Cash Deposit #9033,False
T009034,E0245,E0717,40.29,2024-11-03 04:25:27,Cash Deposit,Brazil,Grenada,Cash Deposit #9034,False
T009035,E0688,E0706,418.82,2024-06-10 00:55:18,Wire Transfer,Gambia,Ireland,Wire Transfer #9035,False
T009036,E0507,E0459,109.25,2024-12-28 04:38:09,Cash Deposit,Heard Island and McDonald Islands,Somalia,Cash Deposit #9036,False
T009037,E0888,E0258,350.85,2024-05-24 07:53:12,Cash Deposit,Croatia,Czech Republic,Cash Deposit #9037,False
T009038,E0518,E0168,1419.89,2024-07-23 01:32:06,Cash Deposit,Cambodia,French Polynesia,Cash Deposit #9038,False
T009039,E0912,E0892,2007.19,2024-06-07 10:44:54,Payment,Madagascar,Cote d'Ivoire,Admit mind field couple key respond.,False
T009040,E0094,E0040,132.58,2024-03-29 01:05:39,Cash Deposit,Vanuatu,Bhutan,Cash Deposit #9040,False
T009041,E0119,E0084,11.5,2024-06-16 08:17:45,Wire Transfer,Dominican Republic,French Southern Territories,Wire Transfer #9041,False
T009042,E0772,E0636,10498.36,2024-06-14 20:11:05,Cash Deposit,Western Sahara,Andorra,Cash Deposit #9042,False
T009043,E0591,E0440,2424.03,2024-10-27 11:31:55,Cash Deposit,Luxembourg,Tuvalu,Cash Deposit #9043,False
T009044,E0126,E0699,123.38,2024-01-03 02:38:23,Payment,British Indian Ocean Territory (Chagos Archipelago),Bangladesh,Evening data collection wear eye.,False
T009045,E0693,E0427,745.86,2024-05-23 16:30:30,Payment,Holy See (Vatican City State),Ecuador,Case different down church they even.,False
T009046,E0809,E0267,3226.04,2024-12-29 23:44:20,Wire Transfer,Bahamas,Uruguay,Wire Transfer #9046,False
T009047,E0368,E0267,134.01,2024-07-22 20:16:01,Wire Transfer,Latvia,Uruguay,Wire Transfer #9047,False
T009048,E0362,E0885,613.89,2024-10-15 21:31:35,Cash Deposit,Niue,South Georgia and the South Sandwich Islands,Cash Deposit #9048,False
T009049,E0944,E0128,6377.13,2024-07-11 11:48:29,Cash Deposit,Macao,Uganda,Cash Deposit #9049,False
T009050,E0655,E0620,294.69,2024-07-04 01:12:21,Payment,Austria,Antarctica (the territory South of 60 deg S),Firm stay industry.,False
T009051,E0954,E0811,1228.62,2024-11-04 19:32:36,Cash Deposit,Dominican Republic,United Kingdom,Cash Deposit #9051,False
T009052,E0844,E0676,320.62,2024-01-23 02:43:43,Wire Transfer,Somalia,Antarctica (the territory South of 60 deg S),Wire Transfer #9052,False
T009053,E0865,E0354,354.77,2024-12-28 02:09:05,Wire Transfer,Chad,Niger,Wire Transfer #9053,False
